YALI0 locus ID,YALI1 Proteins
YALI0D14410g,YALI1_D17564p
YALI0D14432g,YALI1_D17577p
YALI0D14454g,YALI1_D17593p
YALI0D14476g,YALI1_D17620p
YALI0D14498g,YALI1_D17666p
YALI0D14520g,YALI1_D17710p
,YALI1_D17725p
,YALI1_D17731p
YALI0D14542g,YALI1_D17770p
YALI0D14564g,YALI1_D17795p
,YALI1_D17814p
YALI0D14586g,YALI1_D17829p
,YALI1_D17832p
,YALI1_D17836p
,YALI1_D17842p
,YALI1_D17844p
YALI0D14608g,YALI1_D17854p
YALI0D14630g,YALI1_D17885p
,YALI1_D17895p
YALI0D14652g,YALI1_D17899p
YALI0D14674g,YALI1_D17930p
YALI0D14696r,YALI1_D17943r
YALI0D14740g,YALI1_D17970p
YALI0D14762g,YALI1_D17983p
YALI0D14784g,YALI1_D18014p
YALI0D14806r,YALI1_D18034r
YALI0D14850g,YALI1_D18037p
,YALI1_D18048p
YALI0D14872g,YALI1_D18089p
,YALI1_D18115p
YALI0D14894g,YALI1_D18130p
YALI0D14916g,YALI1_D18167p
YALI0D14938r,YALI1_D18179r
YALI0D14982g,YALI1_D18190p
YALI0D15004g,YALI1_D18198p
YALI0D15026g,YALI1_D18251p
YALI0D15048g,YALI1_D18274p
,YALI1_D18332p
YALI0D15070g,YALI1_D18373p
YALI0D15092g,YALI1_D18383p
,YALI1_D18392p
YALI0D15114g,YALI1_D18408p
YALI0D15136g,YALI1_D18442p
YALI0D15158g,YALI1_D18475p
YALI0D15180g,YALI1_D18495p
YALI0D15224g,YALI1_D18510p
YALI0D15246g,YALI1_D18555p
,YALI1_D18566p
YALI0D15268g,YALI1_D18577p
YALI0D15304g,YALI1_D18623p
YALI0D15304g,YALI1_D18646p
YALI0D15312g,YALI1_D18673p
YALI0D15334g,YALI1_D18727p
YALI0D15356g,YALI1_D18770p
YALI0D15378g,YALI1_D18833p
YALI0D15400g,YALI1_D18845p
YALI0D15422g,YALI1_D18890p
YALI0D15444g,YALI1_D18943p
YALI0D15466g,YALI1_D18982p
YALI0D15488g,YALI1_D19008p
YALI0D15510g,YALI1_D19018p
YALI0D15532g,YALI1_D19039p
YALI0D15554g,YALI1_D19058p
YALI0D15576g,YALI1_D19087p
YALI0D15598g,YALI1_D19108p
YALI0D15620g,YALI1_D19110p
YALI0D15642g,YALI1_D19134p
,YALI1_D19174p
YALI0D15664g,YALI1_D19187p
,YALI1_D19213p
,YALI1_D19225p
YALI0D15686g,YALI1_D19228p
YALI0D15708g,YALI1_D19252p
YALI0D15730s,YALI1_D19262p
,YALI1_D19287p
YALI0D15752g,YALI1_D19306p
YALI0D15774g,YALI1_D19321p
YALI0D15796g,YALI1_D19338p
YALI0D15818g,YALI1_D19354p
YALI0D15840g,YALI1_D19365p
YALI0D15862g,YALI1_D19515p
,YALI1_D19562p
YALI0D15884r,YALI1_D19566r
YALI0D15906g,YALI1_D19623p
YALI0D15928g,YALI1_D19721p
YALI0D15972g,YALI1_D19775p
YALI0D16016g,YALI1_D19819p
,YALI1_D19829p
YALI0D16054t,YALI1_D19894t
,YALI1_D19899p
YALI0D16137g,YALI1_D19951p
YALI0D16159g,YALI1_D19971p
YALI0D16181g,YALI1_D19980p
YALI0D16203g,YALI1_D20007p
YALI0D16225g,YALI1_D20018p
YALI0D16247g,YALI1_D20050p
YALI0D16269g,YALI1_D20061p
YALI0D16280r,YALI1_D20080r
YALI0D16291g,YALI1_D20118p
YALI0D16313g,YALI1_D20164p
YALI0D16335g,YALI1_D20202p
YALI0D16357g,YALI1_D20222p
YALI0D16379g,YALI1_D20257p
YALI0D16401g,YALI1_D20304p
YALI0D16423g,YALI1_D20329p
,YALI1_D20347p
YALI0D16445g,YALI1_D20359p
YALI0D16467g,YALI1_D20381p
,YALI1_D20398p
YALI0D16489g,YALI1_D20413p
YALI0D16511r,YALI1_D20426r
YALI0D16533r,YALI1_D20436r
YALI0D16555r,YALI1_D20442r
YALI0D16599g,YALI1_D20457p
YALI0D16621r,YALI1_D20464r
YALI0D16643g,YALI1_D20473p
,YALI1_D20496p
,YALI1_D20505p
,YALI1_D20531p
YALI0D16665g,YALI1_D20534p
,YALI1_D20618p
,YALI1_D20637p
YALI0D16687g,YALI1_D20651p
YALI0D16709g,YALI1_D20662p
,YALI1_D20672p
YALI0D16753g,YALI1_D20676p
YALI0D16775g,YALI1_D20695p
YALI0D16797g,YALI1_D20706p
YALI0D16819g,YALI1_D20719p
YALI0D16841g,YALI1_D20758p
YALI0D16863g,YALI1_D20768p
,YALI1_D20784p
YALI0D16885g,YALI1_D20840p
YALI0D16907g,YALI1_D20844p
YALI0D16929g,YALI1_D20885p
YALI0D16940g,YALI1_D20886p
YALI0D16962g,YALI1_D20904p
YALI0D16984g,YALI1_D20931p
YALI0D17006g,YALI1_D20954p
,YALI1_D20968p
YALI0D17028g,YALI1_D20985p
YALI0D17050g,YALI1_D21022p
YALI0D17072g,YALI1_D21023p
YALI0D17086g,YALI1_D21031p
YALI0D17094g,YALI1_D21044p
YALI0D17116g,YALI1_D21076p
YALI0D17138g,YALI1_D21100p
YALI0D17160g,YALI1_D21120p
YALI0D17182g,YALI1_D21145p
YALI0D17204g,YALI1_D21167p
YALI0D17226g,YALI1_D21173p
YALI0D17248g,YALI1_D21191p
YALI0D17270g,YALI1_D21228p
YALI0D17292g,YALI1_D21256p
YALI0D17314g,YALI1_D21327p
YALI0D17336g,YALI1_D21373p
YALI0D17358r,YALI1_D21380r
YALI0D17380g,YALI1_D21385p
YALI0D17402g,YALI1_D21408p
YALI0D17424g,YALI1_D21424p
YALI0D17446g,YALI1_D21458p
YALI0D17468g,YALI1_D21464p
YALI0D17490g,YALI1_D21476p
YALI0D17512g,YALI1_D21501p
YALI0D17534g,YALI1_D21511p
YALI0D17556g,YALI1_D21543p
YALI0D17578g,YALI1_D21553p
YALI0D17600g,YALI1_D21565p
YALI0D17622g,YALI1_D21586p
YALI0D17644g,YALI1_D21599p
YALI0D17666g,YALI1_D21610p
YALI0D17688g,YALI1_D21631p
,YALI1_D21648p
YALI0D17710g,YALI1_D21667p
YALI0D17732g,YALI1_D21702p
,YALI1_D21795p
YALI0D17754g,YALI1_D21830p
YALI0D17776g,YALI1_D21847p
,YALI1_D21851t
,YALI1_D21857t
,YALI1_D21938p
,YALI1_D21968p
,YALI1_D21974p
,YALI1_D21978p
YALI0D17798g,YALI1_D21986p
,YALI1_D22018p
,YALI1_D22043p
YALI0D17820g,YALI1_D22044p
YALI0D17820g,YALI1_D22053p
YALI0D17842g,YALI1_D22083p
YALI0D17864g,YALI1_D22124p
,YALI1_D22143p
,YALI1_D22145p
YALI0D17886g,YALI1_D22157p
YALI0D17908r,YALI1_D22199r
,YALI1_D22208p
YALI0D17930g,YALI1_D22237p
YALI0D17952g,YALI1_D22247p
YALI0D17974g,YALI1_D22274p
YALI0D17988g,YALI1_D22313p
,YALI1_D22319p
YALI0D17996g,YALI1_D22342p
YALI0D18018g,YALI1_D22368p
YALI0D18040g,YALI1_D22401p
YALI0D18062g,YALI1_D22413p
,YALI1_D22471p
,YALI1_D22476p
,YALI1_D22485p
,YALI1_D22538p
YALI0D18084g,YALI1_D22568p
YALI0D18106g,YALI1_D22636p
YALI0D18128g,YALI1_D22663p
,YALI1_D22691p
YALI0D18150g,YALI1_D22704p
YALI0D18172g,YALI1_D22727p
YALI0D18194g,YALI1_D22759p
YALI0D18216g,YALI1_D22768p
YALI0D18249g,YALI1_D22804p
YALI0D18271g,YALI1_D22834p
YALI0D18293g,YALI1_D22864p
YALI0D18315g,YALI1_D22888p
YALI0D18337g,YALI1_D22906p
,YALI1_D22922p
,YALI1_D22932p
YALI0D18359g,YALI1_D22961p
YALI0D18381g,YALI1_D22997p
YALI0D18403g,YALI1_D23067p
YALI0D18436g,YALI1_D23094p
YALI0D18458g,YALI1_D23128p
YALI0D18480g,YALI1_D23142p
YALI0D18502g,YALI1_D23169p
YALI0D18546g,YALI1_D23224p
,YALI1_D23235p
YALI0D18568g,YALI1_D23237p
YALI0D18590g,YALI1_D23265p
YALI0D18612g,YALI1_D23274p
YALI0D18634g,YALI1_D23337p
,YALI1_D23359p
YALI0D18656g,YALI1_D23377p
YALI0D18678g,YALI1_D23479p
,YALI1_D23524p
,YALI1_D23550p
,YALI1_D23561p
YALI0D18700g,YALI1_D23575p
,YALI1_D23612p
YALI0D18722g,YALI1_D23622p
YALI0D18744g,YALI1_D23653p
,YALI1_D23668p
YALI0D18766g,YALI1_D23688p
YALI0D18788g,YALI1_D23693p
,YALI1_D23721p
YALI0D18810g,YALI1_D23730p
YALI0D18832g,YALI1_D23753p
YALI0D18854g,YALI1_D23785p
,YALI1_D23845t
YALI0D26433g:3,YALI1_D23866t
YALI0D18876g,YALI1_D23885p
YALI0D18898g,YALI1_D23934p
YALI0D18920g,YALI1_D23995p
YALI0D18942g,YALI1_D24026p
,YALI1_D24037p
YALI0D18964g,YALI1_D24054p
YALI0D18986g,YALI1_D24069p
YALI0D19008g,YALI1_D24095p
YALI0D19030g,YALI1_D24109p
YALI0D19052g,YALI1_D24127p
,YALI1_D24130p
YALI0D19074g,YALI1_D24138p
YALI0D19096g,YALI1_D24182p
YALI0D19118g,YALI1_D24225p
YALI0D19140g,YALI1_D24249p
YALI0D19162g,YALI1_D24308p
YALI0D19184g,YALI1_D24333p
YALI0D19206g,YALI1_D24361p
YALI0D19228g,YALI1_D24375p
YALI0D19250g,YALI1_D24387p
YALI0D19272g,YALI1_D24398p
YALI0D19294g,YALI1_D24425p
,YALI1_D24435r
YALI0D19305r,YALI1_D24436r
,YALI1_D24466p
,YALI1_D24490p
,YALI1_D24505p
YALI0D19316g,YALI1_D24508p
YALI0D19338g,YALI1_D24546p
YALI0D19360g,YALI1_D24580p
YALI0D19382g,YALI1_D24626p
YALI0D19426g,YALI1_D24649p
YALI0D19448g,YALI1_D24687p
YALI0D19470g,YALI1_D24718p
,YALI1_D24719p
YALI0D19492g,YALI1_D24745p
YALI0D19514g,YALI1_D24751p
YALI0D19536g,YALI1_D24770p
,YALI1_D24809p
YALI0D19558g,YALI1_D24836p
YALI0D19580g,YALI1_D24892p
YALI0D19602g,YALI1_D24918p
YALI0D19624g,YALI1_D24941p
YALI0D19646g,YALI1_D24961p
YALI0D19668t,YALI1_D24982t
YALI0D19690r,YALI1_D24985r
YALI0D19734g,YALI1_D24997p
,YALI1_D25006p
YALI0D19756g,YALI1_D25037p
,YALI1_D25063p
YALI0D19778g,YALI1_D25104p
YALI0D19822g,YALI1_D25137p
YALI0D19844g,YALI1_D25151p
,YALI1_D25175p
YALI0D19866g,YALI1_D25178p
YALI0D19888g,YALI1_D25208p
YALI0D19910g,YALI1_D25216p
YALI0D19932g,YALI1_D25233p
YALI0D19954g,YALI1_D25250p
YALI0D19976g,YALI1_D25255p
YALI0D19998g,YALI1_D25288p
YALI0D20020g,YALI1_D25289p
YALI0D20042g,YALI1_D25330p
,YALI1_D25337p
YALI0D20064g,YALI1_D25359p
YALI0D20086g,YALI1_D25370p
YALI0D20108g,YALI1_D25400p
YALI0D20130g,YALI1_D25419p
YALI0D20152g,YALI1_D25450p
YALI0D20174g,YALI1_D25472p
YALI0D20196g,YALI1_D25529p
,YALI1_D25563p
YALI0D20218g,YALI1_D25606p
YALI0D20240g,YALI1_D25616p
YALI0D20262g,YALI1_D25664p
YALI0D20284r,YALI1_D25680r
YALI0D20306g,YALI1_D25715p
YALI0D20328g,YALI1_D25744p
YALI0D20350g,YALI1_D25786p
YALI0D20394g,YALI1_D25813p
,YALI1_D25831p
YALI0D20416g,YALI1_D25851p
,YALI1_D25856p
,YALI1_D25877p
,YALI1_D25885p
YALI0D20438g,YALI1_D25899p
YALI0D20460g,YALI1_D25968p
YALI0D20482g,YALI1_D26006p
,YALI1_D26030p
YALI0D20504g,YALI1_D26036p
YALI0D20526g,YALI1_D26051p
,YALI1_D26064p
,YALI1_D26082p
YALI0D20548g,YALI1_D26084p
YALI0D20570g,YALI1_D26114p
YALI0D20592g,YALI1_D26142p
YALI0D20614g,YALI1_D26146p
YALI0D20636g,YALI1_D26186p
YALI0D20658g,YALI1_D26218p
,YALI1_D26242p
YALI0D20680g,YALI1_D26263p
YALI0D20702g,YALI1_D26316p
YALI0D20724g,YALI1_D26320p
YALI0D20746r,YALI1_D26336r
YALI0D20768g,YALI1_D26360p
YALI0D20790g,YALI1_D26394p
,YALI1_D26409p
YALI0D20834g,YALI1_D26438p
,YALI1_D26454p
YALI0D20856g,YALI1_D26467p
YALI0D20878g,YALI1_D26496p
YALI0D20900g,YALI1_D26511p
YALI0D20922g,YALI1_D26529p
YALI0D20944g,YALI1_D26559p
YALI0D20966g,YALI1_D26586p
YALI0D21010g,YALI1_D26610p
YALI0D21032g,YALI1_D26639p
YALI0D21076g,YALI1_D26666p
YALI0D21098g,YALI1_D26671p
YALI0D21120g,YALI1_D26721p
YALI0D21142g,YALI1_D26730p
,YALI1_D26749p
YALI0D21164g,YALI1_D26759p
YALI0D21186g,YALI1_D26765p
YALI0D21197r,YALI1_D26787r
YALI0D21208g,YALI1_D26808p
YALI0D21230g,YALI1_D26844p
,YALI1_D26934p
,YALI1_D26943p
YALI0D21318g,YALI1_D26956p
YALI0D21329g,YALI1_D26963p
YALI0D21340g,YALI1_D26978p
,YALI1_D26988p
YALI0D21362g,YALI1_D26993p
YALI0D21384g,YALI1_D27044p
YALI0D21406g,YALI1_D27057p
YALI0D21428g,YALI1_D27068p
YALI0D21450g,YALI1_D27074p
YALI0D21472g,YALI1_D27100p
YALI0D21494g,YALI1_D27126p
,YALI1_D27133p
YALI0D21530g,YALI1_D27148p
YALI0D21538g,YALI1_D27163p
YALI0D21560g,YALI1_D27181p
YALI0D21582g,YALI1_D27235p
YALI0D21593g,YALI1_D27251p
YALI0D21604g,YALI1_D27274p
YALI0D21626g,YALI1_D27297p
YALI0D21648g,YALI1_D27324p
YALI0D21670g,YALI1_D27339p
YALI0D21684g,YALI1_D27385p
YALI0D21692g,YALI1_D27450p
YALI0D21725g,YALI1_D27500p
YALI0D21769g,YALI1_D27547p
YALI0D21802g,YALI1_D27599p
YALI0D21890g,YALI1_D27637p
YALI0D21912g,YALI1_D27718p
YALI0D21934g,YALI1_D27748p
YALI0D21956g,YALI1_D27762p
,YALI1_D27765p
YALI0D21978g,YALI1_D27780p
YALI0D22000g,YALI1_D27808p
YALI0D22022g,YALI1_D27826p
YALI0D22044g,YALI1_D27844p
YALI0D22066g,YALI1_D27867p
YALI0D22088g,YALI1_D27884p
YALI0D22110g,YALI1_D27912p
,YALI1_D27934p
,YALI1_D27946p
YALI0D22132g,YALI1_D27995p
YALI0D22154g,YALI1_D28003p
YALI0D22176r,YALI1_D28030r
YALI0D22220g,YALI1_D28033p
,YALI1_D28062p
YALI0D22242g,YALI1_D28064p
YALI0D22264g,YALI1_D28087p
YALI0D22286g,YALI1_D28150p
YALI0D22308g,YALI1_D28213p
YALI0D22330g,YALI1_D28221p
,YALI1_D28242p
,YALI1_D28259p
YALI0D22352g,YALI1_D28273p
YALI0D22374r,YALI1_D28307r
YALI0D22396g,YALI1_D28351p
,YALI1_D28354p
,YALI1_D28383p
YALI0D22418g,YALI1_D28404p
,YALI1_D28437p
YALI0D22440g,YALI1_D28518p
YALI0D22462g,YALI1_D28537p
YALI0D22484g,YALI1_D28569p
YALI0D22506g,YALI1_D28630p
YALI0D22520g,YALI1_D28646p
YALI0D22550g,YALI1_D28726p
,YALI1_D28782p
YALI0D22572g,YALI1_D28825p
YALI0D22594g,YALI1_D28842p
YALI0D22616g,YALI1_D28890p
YALI0D22638g,YALI1_D28934p
,YALI1_D28963p
,YALI1_D28973p
,YALI1_D28993p
,YALI1_D28999p
,YALI1_D29013p
,YALI1_D29020p
,YALI1_D29053p
,YALI1_D29074p
,YALI1_D29081p
YALI0D22660g,YALI1_D29109p
YALI0D22682g,YALI1_D29203p
YALI0D22704r,YALI1_D29211r
,YALI1_D29215p
YALI0D22748g,YALI1_D29237p
YALI0D22770g,YALI1_D29279p
YALI0D22803g,YALI1_D29335p
YALI0D22825g,YALI1_D29371p
YALI0D22847g,YALI1_D29419p
YALI0D22869g,YALI1_D29457p
YALI0D22891g,YALI1_D29481p
YALI0D22905r,YALI1_D29500r
YALI0D22913g,YALI1_D29523p
YALI0D22935g,YALI1_D29549p
,YALI1_D29595p
YALI0D22957g,YALI1_D29626p
,YALI1_D29630p
YALI0D22979g,YALI1_D29668p
YALI0D23001g,YALI1_D29699p
YALI0D23023g,YALI1_D29703p
YALI0D23045g,YALI1_D29728p
YALI0D23067g,YALI1_D29768p
YALI0D23089r,YALI1_D29803r
YALI0D23133g,YALI1_D29831p
,YALI1_D29841p
YALI0D23155g,YALI1_D29852p
YALI0D23177g,YALI1_D29910p
,YALI1_D29939p
YALI0D23199g,YALI1_D29951p
YALI0D23221g,YALI1_D29966p
YALI0D23243g,YALI1_D29994p
,YALI1_D30003p
YALI0D23265g,YALI1_D30058p
YALI0D23287g,YALI1_D30097p
YALI0D23309g,YALI1_D30161p
YALI0D23331g,YALI1_D30196p
YALI0D23353g,YALI1_D30224p
YALI0D23375g,YALI1_D30230p
,YALI1_D30241p
YALI0D23386g,YALI1_D30249p
YALI0D23397g,YALI1_D30256p
YALI0D23419g,YALI1_D30285p
YALI0D23441g,YALI1_D30319p
YALI0D23463g,YALI1_D30324p
,YALI1_D30383p
,YALI1_D30395p
YALI0D23507r,YALI1_D30444r
YALI0D23485g,YALI1_D30420p
YALI0D23551g,YALI1_D30459p
YALI0D23573g,YALI1_D30474p
,YALI1_D30482p
YALI0D23595g,YALI1_D30506p
,YALI1_D30526p
YALI0D23617g,YALI1_D30540p
YALI0D23639g,YALI1_D30570p
YALI0D23661g,YALI1_D30593p
YALI0D23683g,YALI1_D30618p
YALI0D23705g,YALI1_D30653p
,YALI1_D30685p
YALI0D23727g,YALI1_D30705p
YALI0D23749g,YALI1_D30781p
YALI0D23760r,YALI1_D30826p
YALI0D23771g,YALI1_D30843p
YALI0D23793g,YALI1_D30850p
,YALI1_D30866p
YALI0D23815g,YALI1_D30899p
YALI0D23859g,YALI1_D30922p
YALI0D23881g,YALI1_D30941p
YALI0D23903g,YALI1_D30999p
YALI0D23925g,YALI1_D31083p
YALI0D23947g,YALI1_D31155p
YALI0D23969g,YALI1_D31186p
YALI0D23991g,YALI1_D31258p
YALI0D24013r,YALI1_D31261r
YALI0D24035g,YALI1_D31274p
,YALI1_D31371p
,YALI1_D31376p
YALI0D24057g,YALI1_D31387p
YALI0D24079g,YALI1_D31402p
YALI0D24101g,YALI1_D31482p
,YALI1_D31490p
,YALI1_D31526p
YALI0D24123g,YALI1_D31568p
YALI0D24145g,YALI1_D31624p
YALI0D24167g,YALI1_D31672p
YALI0D24189g,YALI1_D31719p
,YALI1_D31777p
YALI0D24211g,YALI1_D31823p
YALI0D24233g,YALI1_D31866p
YALI0D24255r,YALI1_D31884r
YALI0D24277g,YALI1_D31914p
,YALI1_D31948p
,YALI1_D31981p
YALI0D24299g,YALI1_D32002p
YALI0D24321g,YALI1_D32013p
,YALI1_D32024p
YALI0D24343g,YALI1_D32070p
YALI0D24365g,YALI1_D32111p
YALI0D24387g,YALI1_D32153p
,YALI1_D32181p
,YALI1_D32195p
YALI0D24409g,YALI1_D32209p
YALI0D24431g,YALI1_D32268p
YALI0D24453g,YALI1_D32316p
,YALI1_D32342p
YALI0D24475g,YALI1_D32369p
YALI0D24497g,YALI1_D32424p
YALI0D24519g,YALI1_D32435p
,YALI1_D32455p
,YALI1_D32462p
YALI0D24541g,YALI1_D32468p
,YALI1_D32487p
,YALI1_D32494p
YALI0D24563g,YALI1_D32519p
YALI0D24585g,YALI1_D32550p
YALI0D24607g,YALI1_D32568p
YALI0D24629g,YALI1_D32594p
YALI0D24651g,YALI1_D32619p
YALI0D24673g,YALI1_D32663p
YALI0D24728g,YALI1_D32695p
YALI0D24750g,YALI1_D32754p
YALI0D24772g,YALI1_D32812p
YALI0D24816g,YALI1_D32832p
,YALI1_D32848p
,YALI1_D32854p
YALI0D24830g,YALI1_D32880p
,YALI1_D32933p
YALI0D24849g,YALI1_D32934p
,YALI1_D32939p
YALI0D24860g,YALI1_D32958p
YALI0D24926g,YALI1_D33042p
YALI0D24948g,YALI1_D33087p
YALI0D24970g,YALI1_D33105p
,YALI1_D33111p
YALI0D24992g,YALI1_D33119p
YALI0D25014g,YALI1_D33168p
,YALI1_D33179p
,YALI1_D33191p
YALI0D25036g,YALI1_D33207p
YALI0D25058g,YALI1_D33229p
YALI0D25080g,YALI1_D33274p
,YALI1_D33289p
YALI0D25102g,YALI1_D33307p
YALI0D25124g,YALI1_D33321p
YALI0D25146g,YALI1_D33350p
,YALI1_D33364p
YALI0D25168g,YALI1_D33380p
,YALI1_D33397p
YALI0D25190g,YALI1_D33418p
YALI0D25212g,YALI1_D33428p
YALI0D25234g,YALI1_D33465p
YALI0D25256g,YALI1_D33504p
YALI0D25278g,YALI1_D33552p
YALI0D25300r,YALI1_D33579r
YALI0D25322g,YALI1_D33599p
YALI0D25344g,YALI1_D33640p
YALI0D25366g,YALI1_D33653p
YALI0D25388g,YALI1_D33696p
,YALI1_D33717p
YALI0D25454g,YALI1_D33735p
,YALI1_D33763p
YALI0D25476g,YALI1_D33780p
YALI0D25498g,YALI1_D33820p
YALI0D25520g,YALI1_D33835p
,YALI1_D33843p
YALI0D25542g,YALI1_D33879p
YALI0D25564g,YALI1_D33889p
,YALI1_D33901p
YALI0D25586g,YALI1_D33919p
YALI0D25608g,YALI1_D33941p
YALI0D25630g,YALI1_D33961p
YALI0D25652g,YALI1_D33978p
YALI0D25674g,YALI1_D33988p
YALI0D25696g,YALI1_D34022p
YALI0D25718g,YALI1_D34043p
YALI0D25740g,YALI1_D34057p
,YALI1_D34061p
YALI0D25762g,YALI1_D34078p
,YALI1_D34090p
YALI0D25784g,YALI1_D34106p
YALI0D25806g,YALI1_D34119p
YALI0D25828g,YALI1_D34149p
YALI0D25850g,YALI1_D34213p
YALI0D25872g,YALI1_D34232p
YALI0D25894g,YALI1_D34258p
YALI0D25916g,YALI1_D34270p
YALI0D25938g,YALI1_D34288p
YALI0D25960g,YALI1_D34353p
YALI0D26015g,YALI1_D34395p
YALI0D26026r,YALI1_D34421r
YALI0D26037r,YALI1_D34422r
YALI0D26081g,YALI1_D34446p
YALI0D26103g,YALI1_D34487p
YALI0D26125g,YALI1_D34508p
YALI0D26147g,YALI1_D34529p
,YALI1_D34573p
YALI0D26169g,YALI1_D34594p
YALI0D26191g,YALI1_D34610p
YALI0D26191g,YALI1_D34621p
YALI0D26213g,YALI1_D34643p
YALI0D26235g,YALI1_D34684p
YALI0D26257g,YALI1_D34710p
YALI0D26279g,YALI1_D34739p
YALI0D26301g,YALI1_D34758p
YALI0D26315g,YALI1_D34785p
YALI0D26323g,YALI1_D34840p
YALI0D26345g,YALI1_D34860p
YALI0D26367g,YALI1_D34865p
YALI0D26389g,YALI1_D34893p
,YALI1_D34907p
,YALI1_D34916p
YALI0D26411g,YALI1_D34933p
YALI0D26466g,YALI1_D34980p
YALI0D26488g,YALI1_D35025p
YALI0D26510g,YALI1_D35061p
YALI0D26532g,YALI1_D35096p
YALI0D26554g,YALI1_D35119p
YALI0D26576g,YALI1_D35126p
YALI0D26598g,YALI1_D35143p
YALI0D26620g,YALI1_D35148p
YALI0D26642g,YALI1_D35190p
YALI0D26664g,YALI1_D35210p
YALI0D26686g,YALI1_D35228p
YALI0D26730g,YALI1_D35258p
YALI0D26752g,YALI1_D35322p
,YALI1_D35325p
,YALI1_D35334p
,YALI1_D35339p
YALI0D26818g,YALI1_D35356p
YALI0D26840g,YALI1_D35394p
YALI0D26862g,YALI1_D35398p
YALI0D26884g,YALI1_D35424p
YALI0D26906g,YALI1_D35435p
YALI0D26928g,YALI1_D35443p
YALI0D26950g,YALI1_D35484p
YALI0D26972g,YALI1_D35509p
YALI0D26994g,YALI1_D35575p
YALI0D27016g,YALI1_D35593p
,YALI1_D35624p
YALI0D27038g,YALI1_D35635p
YALI0D27060g,YALI1_D35669p
YALI0D27082g,YALI1_D35711p
YALI0D27104g,YALI1_D35718p
YALI0D27126g,YALI1_D35735p
YALI0D27148g,YALI1_D35768p
YALI0D27170g,YALI1_D35787p
YALI0D27192g,YALI1_D35809p
YALI0D27214g,YALI1_D35852p
YALI0D27236g,YALI1_D35870p
YALI0D27258g,YALI1_D35907p
YALI0D27280g,YALI1_D35911p
YALI0D27302g,YALI1_D35945p
YALI0D27324g,YALI1_D35965p
YALI0D27346g,YALI1_D35966p
,YALI1_D36035p
,YALI1_D36100p
,YALI1_D36122p
,YALI1_D36137p
,YALI1_D36161p
,YALI1_D36182p
,YALI1_D36215p
,YALI1_D36255p
,YALI1_D36267p
YALI0D00110g:2,YALI1_D36286p
,YALI1_E00012p
,YALI1_E00019p
,YALI1_E00040p
,YALI1_E00115p
,YALI1_E00179p
,YALI1_E00239p
,YALI1_E00258r
,YALI1_E00280p
,YALI1_E00306p
,YALI1_E00318p
,YALI1_E00337p
,YALI1_E00340p
,YALI1_E00349p
,YALI1_E00358p
,YALI1_E00375r
YALI0E00110g,YALI1_E00389p
YALI0E00132g,YALI1_E00412p
YALI0E00154g,YALI1_E00437p
YALI0E00176g,YALI1_E00510p
,YALI1_E00527p
YALI0E00198g,YALI1_E00533p
YALI0E00220g,YALI1_E00551p
YALI0E00242g,YALI1_E00574p
YALI0E00264g,YALI1_E00588p
YALI0E00286g,YALI1_E00613p
YALI0E00308g,YALI1_E00628p
,YALI1_E00659p
YALI0E00330g,YALI1_E00680p
,YALI1_E00695p
YALI0E00352r,YALI1_E00741r
YALI0E00374r,YALI1_E00742r
YALI0E00396g,YALI1_E00746p
YALI0E00418g,YALI1_E00760p
YALI0E00440r,YALI1_E00811r
YALI0E00462g,YALI1_E00824p
YALI0E00484g,YALI1_E00869p
YALI0E00506g,YALI1_E00872p
YALI0E00528g,YALI1_E00907p
YALI0E00550g,YALI1_E00928p
YALI0E00572g,YALI1_E00948p
YALI0E00594g,YALI1_E00963p
YALI0E00616g,YALI1_E00986p
YALI0E00638g,YALI1_E01019p
YALI0E00660g,YALI1_E01033p
YALI0E00682g,YALI1_E01057p
YALI0E00704g,YALI1_E01081p
YALI0E00726g,YALI1_E01105p
YALI0E00748g,YALI1_E01133p
YALI0E00770g,YALI1_E01159p
,YALI1_E01163p
YALI0E00792g,YALI1_E01193p
YALI0E00814g,YALI1_E01213p
YALI0E00836g,YALI1_E01235p
YALI0E00858g,YALI1_E01251p
YALI0E00880g,YALI1_E01286p
YALI0E00902g,YALI1_E01299p
YALI0E00924g,YALI1_E01352p
YALI0E00946g,YALI1_E01392p
YALI0E00968g,YALI1_E01422p
,YALI1_E01432p
YALI0E00990g,YALI1_E01463p
YALI0E01012g,YALI1_E01491p
YALI0E01034g,YALI1_E01530p
YALI0E01056g,YALI1_E01589p
YALI0E01078g,YALI1_E01614p
YALI0E01100g,YALI1_E01623p
YALI0E01122g,YALI1_E01649p
YALI0E01144g,YALI1_E01657p
YALI0E01166g,YALI1_E01689p
YALI0E01188g,YALI1_E01694p
YALI0E01210g,YALI1_E01741p
YALI0E01232g,YALI1_E01778p
YALI0E01254g,YALI1_E01793p
YALI0E01276g,YALI1_E01798p
YALI0E01298g,YALI1_E01865p
,YALI1_E01877p
YALI0E01320g,YALI1_E01885p
YALI0E01342r,YALI1_E01888r
YALI0E01364g,YALI1_E01904p
YALI0E01386g,YALI1_E01935p
YALI0E01408g,YALI1_E01947p
YALI0E01422r,YALI1_E01971r
YALI0E01430g,YALI1_E02000p
YALI0E01452g,YALI1_E02007p
YALI0E01474g,YALI1_E02046p
YALI0E01496g,YALI1_E02056p
