#proteinId	gotermId	goName	gotermType	goAcc
5	3028	porphobilinogen synthase activity	molecular_function	GO:0004655
3896	19356	methylglyoxal reductase (NADPH-dependent) activity	molecular_function	GO:0043892
3897	2992	phosphoglycerate kinase activity	molecular_function	GO:0004618
3897	4261	glycolysis	biological_process	GO:0006096
3898	3430	Rho GDP-dissociation inhibitor activity	molecular_function	GO:0005094
3898	3930	cytoplasm	cellular_component	GO:0005737
3899	2175	nucleic acid binding	molecular_function	GO:0003676
3900	150	ubiquitin ligase complex	cellular_component	GO:0000151
3900	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
3900	9776	protein ubiquitination	biological_process	GO:0016567
3900	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
3900	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
3900	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
3900	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
3904	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
3904	14302	cullin-RING ubiquitin ligase complex	cellular_component	GO:0031461
3904	14466	ubiquitin protein ligase binding	molecular_function	GO:0031625
3906	2176	DNA binding	molecular_function	GO:0003677
3906	3736	ATP binding	molecular_function	GO:0005524
3906	2175	nucleic acid binding	molecular_function	GO:0003676
3906	2792	helicase activity	molecular_function	GO:0004386
3907	9292	ATP synthesis coupled proton transport	biological_process	GO:0015986
3907	9691	proton-transporting two-sector ATPase complex	cellular_component	GO:0016469
3907	21355	hydrogen ion transporting ATP synthase activity, rotational mechanism	molecular_function	GO:0046933
3907	21380	hydrogen ion transporting ATPase activity, rotational mechanism	molecular_function	GO:0046961
3908	2216	RNA binding	molecular_function	GO:0003723
3908	2227	structural constituent of ribosome	molecular_function	GO:0003735
3908	4556	translation	biological_process	GO:0006412
3908	9240	large ribosomal subunit	cellular_component	GO:0015934
3908	9940	transferase activity	molecular_function	GO:0016740
3909	2196	transcription factor activity	molecular_function	GO:0003700
3909	3838	nucleus	cellular_component	GO:0005634
3909	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
3909	5939	zinc ion binding	molecular_function	GO:0008270
3909	2176	DNA binding	molecular_function	GO:0003677
3909	4499	transcription	biological_process	GO:0006350
3911	4283	electron transport	biological_process	GO:0006118
3911	9710	oxidoreductase activity	molecular_function	GO:0016491
3911	7744	FMN binding	molecular_function	GO:0010181
3911	2423	(S)-2-hydroxy-acid oxidase activity	molecular_function	GO:0003973
3911	6507	glycolate oxidase activity	molecular_function	GO:0008891
3911	6936	glycolate oxidase complex	cellular_component	GO:0009339
3914	2228	translation initiation factor activity	molecular_function	GO:0003743
3914	4557	translational initiation	biological_process	GO:0006413
3914	2216	RNA binding	molecular_function	GO:0003723
3914	3838	nucleus	cellular_component	GO:0005634
3917	2227	structural constituent of ribosome	molecular_function	GO:0003735
3917	3827	intracellular	cellular_component	GO:0005622
3917	4025	ribosome	cellular_component	GO:0005840
3917	4556	translation	biological_process	GO:0006412
3919	5830	metabolic process	biological_process	GO:0008152
3919	5846	methyltransferase activity	molecular_function	GO:0008168
3922	2227	structural constituent of ribosome	molecular_function	GO:0003735
3922	3827	intracellular	cellular_component	GO:0005622
3922	4025	ribosome	cellular_component	GO:0005840
3922	4556	translation	biological_process	GO:0006412
3922	2216	RNA binding	molecular_function	GO:0003723
3923	2948	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity	molecular_function	GO:0004571
3923	3724	calcium ion binding	molecular_function	GO:0005509
3923	9320	membrane	cellular_component	GO:0016020
3926	5830	metabolic process	biological_process	GO:0008152
3926	9710	oxidoreductase activity	molecular_function	GO:0016491
3926	2324	3-hydroxybutyrate dehydrogenase activity	molecular_function	GO:0003858
3927	2762	glutamate-ammonia ligase activity	molecular_function	GO:0004356
3927	4924	nitrogen compound metabolic process	biological_process	GO:0006807
3929	2175	nucleic acid binding	molecular_function	GO:0003676
3929	3827	intracellular	cellular_component	GO:0005622
3929	5939	zinc ion binding	molecular_function	GO:0008270
3929	9564	CoA hydrolase activity	molecular_function	GO:0016289
3929	9566	acyl-CoA thioesterase activity	molecular_function	GO:0016291
3930	2175	nucleic acid binding	molecular_function	GO:0003676
3930	5939	zinc ion binding	molecular_function	GO:0008270
3930	3827	intracellular	cellular_component	GO:0005622
3932	2227	structural constituent of ribosome	molecular_function	GO:0003735
3932	3827	intracellular	cellular_component	GO:0005622
3932	4025	ribosome	cellular_component	GO:0005840
3932	4556	translation	biological_process	GO:0006412
3933	2989	phosphomannomutase activity	molecular_function	GO:0004615
3933	3930	cytoplasm	cellular_component	GO:0005737
3933	11573	mannose biosynthetic process	biological_process	GO:0019307
3933	2290	catalytic activity	molecular_function	GO:0003824
3933	5830	metabolic process	biological_process	GO:0008152
3938	3727	protein binding	molecular_function	GO:0005515
3944	4513	rRNA processing	biological_process	GO:0006364
3944	14875	small subunit processome	cellular_component	GO:0032040
3950	7550	pseudouridine synthase activity	molecular_function	GO:0009982
3950	17817	lupeol synthase activity	molecular_function	GO:0042299
3950	17818	beta-amyrin synthase activity	molecular_function	GO:0042300
3951	2515	aspartate-semialdehyde dehydrogenase activity	molecular_function	GO:0004073
3951	4650	amino acid metabolic process	biological_process	GO:0006520
3951	23920	NADP binding	molecular_function	GO:0050661
3951	3930	cytoplasm	cellular_component	GO:0005737
3951	9827	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	molecular_function	GO:0016620
3951	24535	NAD binding	molecular_function	GO:0051287
3951	6695	methionine biosynthetic process	biological_process	GO:0009086
3951	6697	threonine biosynthetic process	biological_process	GO:0009088
3951	6284	amino acid biosynthetic process	biological_process	GO:0008652
3951	21401	protein dimerization activity	molecular_function	GO:0046983
3953	9985	hydrolase activity	molecular_function	GO:0016787
3953	6771	nucleotide catabolic process	biological_process	GO:0009166
3957	3827	intracellular	cellular_component	GO:0005622
3957	5250	signal transduction	biological_process	GO:0007165
3959	3727	protein binding	molecular_function	GO:0005515
3959	3930	cytoplasm	cellular_component	GO:0005737
3963	2227	structural constituent of ribosome	molecular_function	GO:0003735
3963	3827	intracellular	cellular_component	GO:0005622
3963	4025	ribosome	cellular_component	GO:0005840
3963	4556	translation	biological_process	GO:0006412
3964	2175	nucleic acid binding	molecular_function	GO:0003676
3964	2917	exonuclease activity	molecular_function	GO:0004527
3964	3827	intracellular	cellular_component	GO:0005622
3964	171	3'-5'-exoribonuclease activity	molecular_function	GO:0000175
3964	2924	5'-3' exoribonuclease activity	molecular_function	GO:0004534
3966	2227	structural constituent of ribosome	molecular_function	GO:0003735
3966	3827	intracellular	cellular_component	GO:0005622
3966	4025	ribosome	cellular_component	GO:0005840
3966	4556	translation	biological_process	GO:0006412
3968	5765	N-acetyltransferase activity	molecular_function	GO:0008080
3968	5830	metabolic process	biological_process	GO:0008152
3968	2972	peptide alpha-N-acetyltransferase activity	molecular_function	GO:0004596
3970	2227	structural constituent of ribosome	molecular_function	GO:0003735
3970	3827	intracellular	cellular_component	GO:0005622
3970	4025	ribosome	cellular_component	GO:0005840
3970	4556	translation	biological_process	GO:0006412
3971	2196	transcription factor activity	molecular_function	GO:0003700
3971	3838	nucleus	cellular_component	GO:0005634
3971	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
3971	5939	zinc ion binding	molecular_function	GO:0008270
3973	18831	[formate-C-acetyltransferase]-activating enzyme activity	molecular_function	GO:0043365
3975	2706	threonine endopeptidase activity	molecular_function	GO:0004298
3975	4024	proteasome core complex	cellular_component	GO:0005839
3975	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
3975	2707	proteasome endopeptidase activity	molecular_function	GO:0004299
3976	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
3976	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
3976	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
3976	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
3976	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
3977	9367	mRNA metabolic process	biological_process	GO:0016071
3977	13392	ribonucleoprotein complex	cellular_component	GO:0030529
3978	2632	pepsin A activity	molecular_function	GO:0004194
3978	4639	proteolysis	biological_process	GO:0006508
3978	2628	aspartic-type endopeptidase activity	molecular_function	GO:0004190
3979	3099	pyridoxamine-phosphate oxidase activity	molecular_function	GO:0004733
3979	6253	pyridoxine biosynthetic process	biological_process	GO:0008615
3979	7744	FMN binding	molecular_function	GO:0010181
3987	2290	catalytic activity	molecular_function	GO:0003824
3987	4160	trehalose biosynthetic process	biological_process	GO:0005992
3987	5830	metabolic process	biological_process	GO:0008152
3989	2196	transcription factor activity	molecular_function	GO:0003700
3989	3838	nucleus	cellular_component	GO:0005634
3989	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
3989	19030	sequence-specific DNA binding	molecular_function	GO:0043565
3989	155	two-component response regulator activity	molecular_function	GO:0000156
3989	157	two-component signal transduction system (phosphorelay)	biological_process	GO:0000160
3992	3043	protein kinase activity	molecular_function	GO:0004672
3992	3736	ATP binding	molecular_function	GO:0005524
3992	4602	protein amino acid phosphorylation	biological_process	GO:0006468
3992	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
3992	3046	transmembrane receptor protein serine/threonine kinase activity	molecular_function	GO:0004675
3992	3047	3-phosphoinositide-dependent protein kinase activity	molecular_function	GO:0004676
3992	3048	DNA-dependent protein kinase activity	molecular_function	GO:0004677
3992	3049	AMP-activated protein kinase activity	molecular_function	GO:0004679
3992	3050	casein kinase activity	molecular_function	GO:0004680
3992	3051	casein kinase I activity	molecular_function	GO:0004681
3992	3057	cyclic nucleotide-dependent protein kinase activity	molecular_function	GO:0004690
3992	3061	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function	GO:0004694
3992	3062	galactosyltransferase-associated kinase activity	molecular_function	GO:0004695
3992	3063	glycogen synthase kinase 3 activity	molecular_function	GO:0004696
3992	3065	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
3992	3067	atypical protein kinase C activity	molecular_function	GO:0004700
3992	3068	receptor signaling protein serine/threonine kinase activity	molecular_function	GO:0004702
3992	3070	NF-kappaB-inducing kinase activity	molecular_function	GO:0004704
3992	3071	JUN kinase activity	molecular_function	GO:0004705
3992	3072	JUN kinase kinase kinase activity	molecular_function	GO:0004706
3992	3074	MAP kinase kinase activity	molecular_function	GO:0004708
3992	3076	MAP/ERK kinase kinase activity	molecular_function	GO:0004710
3992	3077	ribosomal protein S6 kinase activity	molecular_function	GO:0004711
3992	3084	Janus kinase activity	molecular_function	GO:0004718
3992	6004	MAP kinase 1 activity	molecular_function	GO:0008338
3992	6005	MP kinase activity	molecular_function	GO:0008339
3992	6015	MAP kinase kinase kinase kinase activity	molecular_function	GO:0008349
3992	6196	JUN kinase kinase activity	molecular_function	GO:0008545
3992	10102	MAP kinase 2 activity	molecular_function	GO:0016908
3992	10103	SAP kinase activity	molecular_function	GO:0016909
3992	11472	transmembrane receptor protein kinase activity	molecular_function	GO:0019199
3992	12154	cyclin-dependent protein kinase activating kinase activity	molecular_function	GO:0019912
3992	17037	GTP-dependent protein kinase activity	molecular_function	GO:0034211
4001	3737	GTP binding	molecular_function	GO:0005525
4001	5344	small GTPase mediated signal transduction	biological_process	GO:0007264
4001	2378	GTPase activity	molecular_function	GO:0003924
4001	3727	protein binding	molecular_function	GO:0005515
4001	4994	intracellular protein transport	biological_process	GO:0006886
4001	5019	nucleocytoplasmic transport	biological_process	GO:0006913
4001	5250	signal transduction	biological_process	GO:0007165
4001	3827	intracellular	cellular_component	GO:0005622
4001	8400	protein transport	biological_process	GO:0015031
4003	4639	proteolysis	biological_process	GO:0006508
4003	5907	metalloexopeptidase activity	molecular_function	GO:0008235
4003	6110	X-Pro aminopeptidase activity	molecular_function	GO:0008451
4004	5830	metabolic process	biological_process	GO:0008152
4004	9710	oxidoreductase activity	molecular_function	GO:0016491
4004	9837	protochlorophyllide reductase activity	molecular_function	GO:0016630
4005	2636	calcium-dependent cysteine-type endopeptidase activity	molecular_function	GO:0004198
4005	3827	intracellular	cellular_component	GO:0005622
4005	4639	proteolysis	biological_process	GO:0006508
4005	2635	cysteine-type endopeptidase activity	molecular_function	GO:0004197
4006	2290	catalytic activity	molecular_function	GO:0003824
4006	3033	protein farnesyltransferase activity	molecular_function	GO:0004660
4008	51	acyl carrier activity	molecular_function	GO:0000036
4008	4761	fatty acid biosynthetic process	biological_process	GO:0006633
4008	14021	phosphopantetheine binding	molecular_function	GO:0031177
4010	2196	transcription factor activity	molecular_function	GO:0003700
4010	3838	nucleus	cellular_component	GO:0005634
4010	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
4010	5939	zinc ion binding	molecular_function	GO:0008270
4010	2176	DNA binding	molecular_function	GO:0003677
4010	4499	transcription	biological_process	GO:0006350
4012	2961	ornithine carbamoyltransferase activity	molecular_function	GO:0004585
4012	4650	amino acid metabolic process	biological_process	GO:0006520
4012	6945	ornithine carbamoyltransferase complex	cellular_component	GO:0009348
4012	9805	amino acid binding	molecular_function	GO:0016597
4012	9943	carboxyl- or carbamoyltransferase activity	molecular_function	GO:0016743
4013	2422	RNA ligase (ATP) activity	molecular_function	GO:0003972
4013	3736	ATP binding	molecular_function	GO:0005524
4013	4535	tRNA splicing	biological_process	GO:0006388
4014	2175	nucleic acid binding	molecular_function	GO:0003676
4014	5939	zinc ion binding	molecular_function	GO:0008270
4021	4143	carbohydrate metabolic process	biological_process	GO:0005975
4021	11431	D-ribulokinase activity	molecular_function	GO:0019150
4025	3736	ATP binding	molecular_function	GO:0005524
4025	4440	DNA repair	biological_process	GO:0006281
4025	13720	Mre11 complex	cellular_component	GO:0030870
4027	162	nucleotide binding	molecular_function	GO:0000166
4027	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
4027	3736	ATP binding	molecular_function	GO:0005524
4027	3930	cytoplasm	cellular_component	GO:0005737
4027	4556	translation	biological_process	GO:0006412
4027	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
4027	3177	cysteine-tRNA ligase activity	molecular_function	GO:0004817
4027	4566	cysteinyl-tRNA aminoacylation	biological_process	GO:0006423
4029	3724	calcium ion binding	molecular_function	GO:0005509
4030	12037	small conjugating protein ligase activity	molecular_function	GO:0019787
4030	19152	post-translational protein modification	biological_process	GO:0043687
4030	24495	regulation of protein metabolic process	biological_process	GO:0051246
4030	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
4030	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
4030	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
4030	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
4030	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
4031	3838	nucleus	cellular_component	GO:0005634
4031	13391	transcription regulator activity	molecular_function	GO:0030528
4031	19908	regulation of transcription	biological_process	GO:0045449
4032	3708	binding	molecular_function	GO:0005488
4034	2518	biotin synthase activity	molecular_function	GO:0004076
4034	6710	biotin biosynthetic process	biological_process	GO:0009102
4034	2290	catalytic activity	molecular_function	GO:0003824
4034	24783	iron-sulfur cluster binding	molecular_function	GO:0051536
4035	4977	amino acid transport	biological_process	GO:0006865
4035	8535	amino acid transmembrane transporter activity	molecular_function	GO:0015171
4035	9320	membrane	cellular_component	GO:0016020
4035	4927	transport	biological_process	GO:0006810
4036	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
4036	3827	intracellular	cellular_component	GO:0005622
4036	4598	protein modification process	biological_process	GO:0006464
4036	4643	ubiquitin cycle	biological_process	GO:0006512
4036	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
4036	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
4036	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
4036	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
4039	3727	protein binding	molecular_function	GO:0005515
4039	5939	zinc ion binding	molecular_function	GO:0008270
4039	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
4039	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
4039	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
4039	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
4039	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
4041	5053	response to stress	biological_process	GO:0006950
4043	2934	alpha,alpha-trehalase activity	molecular_function	GO:0004555
4043	4159	trehalose metabolic process	biological_process	GO:0005991
4043	2290	catalytic activity	molecular_function	GO:0003824
4044	162	nucleotide binding	molecular_function	GO:0000166
4044	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
4044	3736	ATP binding	molecular_function	GO:0005524
4044	3930	cytoplasm	cellular_component	GO:0005737
4044	4556	translation	biological_process	GO:0006412
4044	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
4044	3187	proline-tRNA ligase activity	molecular_function	GO:0004827
4045	2658	metalloendopeptidase activity	molecular_function	GO:0004222
4045	4639	proteolysis	biological_process	GO:0006508
4045	5939	zinc ion binding	molecular_function	GO:0008270
4045	2290	catalytic activity	molecular_function	GO:0003824
4045	21295	metal ion binding	molecular_function	GO:0046872
4049	2443	acyl-CoA dehydrogenase activity	molecular_function	GO:0003995
4049	4283	electron transport	biological_process	GO:0006118
4049	9834	oxidoreductase activity, acting on the CH-CH group of donors	molecular_function	GO:0016627
4049	5830	metabolic process	biological_process	GO:0008152
4049	23919	FAD binding	molecular_function	GO:0050660
4049	2319	2-methylacyl-CoA dehydrogenase activity	molecular_function	GO:0003853
4050	2175	nucleic acid binding	molecular_function	GO:0003676
4051	2489	aminomethyltransferase activity	molecular_function	GO:0004047
4051	3930	cytoplasm	cellular_component	GO:0005737
4051	4676	glycine catabolic process	biological_process	GO:0006546
4057	3166	triacylglycerol lipase activity	molecular_function	GO:0004806
4057	4758	lipid metabolic process	biological_process	GO:0006629
4058	3721	iron ion binding	molecular_function	GO:0005506
4058	12251	heme binding	molecular_function	GO:0020037
4061	4977	amino acid transport	biological_process	GO:0006865
4061	8535	amino acid transmembrane transporter activity	molecular_function	GO:0015171
4061	9320	membrane	cellular_component	GO:0016020
4065	3827	intracellular	cellular_component	GO:0005622
4065	4541	RNA processing	biological_process	GO:0006396
4066	7744	FMN binding	molecular_function	GO:0010181
4066	9710	oxidoreductase activity	molecular_function	GO:0016491
4066	2412	NADPH dehydrogenase activity	molecular_function	GO:0003959
4067	2290	catalytic activity	molecular_function	GO:0003824
4067	5830	metabolic process	biological_process	GO:0008152
4068	3737	GTP binding	molecular_function	GO:0005525
4068	2378	GTPase activity	molecular_function	GO:0003924
4068	24058	hydrolase activity, acting on acid anhydrides, acting on GTP, involved in cellular and subcellular movement	molecular_function	GO:0050800
4069	3727	protein binding	molecular_function	GO:0005515
4069	9366	RNA metabolic process	biological_process	GO:0016070
4069	3708	binding	molecular_function	GO:0005488
4070	2657	ubiquitin thiolesterase activity	molecular_function	GO:0004221
4070	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
4071	2338	6-phosphofructokinase activity	molecular_function	GO:0003872
4071	4116	6-phosphofructokinase complex	cellular_component	GO:0005945
4071	4261	glycolysis	biological_process	GO:0006096
4071	3930	cytoplasm	cellular_component	GO:0005737
4072	4758	lipid metabolic process	biological_process	GO:0006629
4072	5830	metabolic process	biological_process	GO:0008152
4073	3838	nucleus	cellular_component	GO:0005634
4073	4448	nucleotide-excision repair	biological_process	GO:0006289
4073	2182	damaged DNA binding	molecular_function	GO:0003684
4073	18651	proteasomal ubiquitin-dependent protein catabolic process	biological_process	GO:0043161
4075	2290	catalytic activity	molecular_function	GO:0003824
4075	5830	metabolic process	biological_process	GO:0008152
4076	2770	glutathione transferase activity	molecular_function	GO:0004364
4080	162	nucleotide binding	molecular_function	GO:0000166
4080	3186	phenylalanine-tRNA ligase activity	molecular_function	GO:0004826
4080	3736	ATP binding	molecular_function	GO:0005524
4080	3930	cytoplasm	cellular_component	GO:0005737
4080	4556	translation	biological_process	GO:0006412
4080	4575	phenylalanyl-tRNA aminoacylation	biological_process	GO:0006432
4080	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
4080	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
4080	6925	phenylalanine-tRNA ligase complex	cellular_component	GO:0009328
4086	2176	DNA binding	molecular_function	GO:0003677
4086	3875	chromatin silencing complex	cellular_component	GO:0005677
4086	4492	chromatin silencing	biological_process	GO:0006342
4086	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
4086	4609	protein amino acid deacetylation	biological_process	GO:0006476
4086	5939	zinc ion binding	molecular_function	GO:0008270
4086	10293	NAD-dependent histone deacetylase activity	molecular_function	GO:0017136
4086	24535	NAD binding	molecular_function	GO:0051287
4086	2805	histone deacetylase activity	molecular_function	GO:0004407
4086	6078	protein N-terminal asparagine amidohydrolase activity	molecular_function	GO:0008418
4086	6380	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity	molecular_function	GO:0008759
4086	11049	iprodione amidohydrolase activity	molecular_function	GO:0018748
4086	11050	(3,5-dichlorophenylurea)acetate amidohydrolase activity	molecular_function	GO:0018749
4086	19211	N2-acetyl-L-lysine deacetylase activity	molecular_function	GO:0043747
4086	19212	O-succinylbenzoate synthase activity	molecular_function	GO:0043748
4086	19328	indoleacetamide hydrolase activity	molecular_function	GO:0043864
4086	21832	N-acetylgalactosamine-6-phosphate deacetylase activity	molecular_function	GO:0047419
4087	2176	DNA binding	molecular_function	GO:0003677
4087	15376	sulfiredoxin activity	molecular_function	GO:0032542
4089	4265	tricarboxylic acid cycle intermediate metabolic process	biological_process	GO:0006100
4089	9710	oxidoreductase activity	molecular_function	GO:0016491
4089	4273	malate metabolic process	biological_process	GO:0006108
4089	9822	malate dehydrogenase activity	molecular_function	GO:0016615
4089	4261	glycolysis	biological_process	GO:0006096
4089	9823	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GO:0016616
4089	19400	cellular carbohydrate metabolic process	biological_process	GO:0044262
4089	12957	L-malate dehydrogenase activity	molecular_function	GO:0030060
4089	2290	catalytic activity	molecular_function	GO:0003824
4089	4143	carbohydrate metabolic process	biological_process	GO:0005975
4091	5830	metabolic process	biological_process	GO:0008152
4091	6579	phosphoglycolate phosphatase activity	molecular_function	GO:0008967
4091	19338	acireductone synthase activity	molecular_function	GO:0043874
4093	3708	binding	molecular_function	GO:0005488
4094	3043	protein kinase activity	molecular_function	GO:0004672
4094	3736	ATP binding	molecular_function	GO:0005524
4094	4602	protein amino acid phosphorylation	biological_process	GO:0006468
4094	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
4094	3052	protein kinase CK2 activity	molecular_function	GO:0004682
4099	2584	dihydrofolate reductase activity	molecular_function	GO:0004146
4101	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
4101	3827	intracellular	cellular_component	GO:0005622
4101	4598	protein modification process	biological_process	GO:0006464
4101	4643	ubiquitin cycle	biological_process	GO:0006512
4101	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
4101	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
4101	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
4101	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
4105	5967	isoprenoid biosynthetic process	biological_process	GO:0008299
4106	5939	zinc ion binding	molecular_function	GO:0008270
4106	9985	hydrolase activity	molecular_function	GO:0016787
4106	2564	cytidine deaminase activity	molecular_function	GO:0004126
4106	20526	cytidine metabolic process	biological_process	GO:0046087
4106	2290	catalytic activity	molecular_function	GO:0003824
4107	4591	protein folding	biological_process	GO:0006457
4107	9551	prefoldin complex	cellular_component	GO:0016272
4107	24336	unfolded protein binding	molecular_function	GO:0051082
4110	4639	proteolysis	biological_process	GO:0006508
4110	5907	metalloexopeptidase activity	molecular_function	GO:0008235
4110	2669	methionyl aminopeptidase activity	molecular_function	GO:0004239
4113	162	nucleotide binding	molecular_function	GO:0000166
4113	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
4113	3736	ATP binding	molecular_function	GO:0005524
4113	3838	nucleus	cellular_component	GO:0005634
4113	3930	cytoplasm	cellular_component	GO:0005737
4113	9985	hydrolase activity	molecular_function	GO:0016787
4113	13056	protein catabolic process	biological_process	GO:0030163
4116	2632	pepsin A activity	molecular_function	GO:0004194
4116	4639	proteolysis	biological_process	GO:0006508
4116	2628	aspartic-type endopeptidase activity	molecular_function	GO:0004190
4118	2290	catalytic activity	molecular_function	GO:0003824
4118	5830	metabolic process	biological_process	GO:0008152
4118	9491	4-coumarate-CoA ligase activity	molecular_function	GO:0016207
4120	4283	electron transport	biological_process	GO:0006118
4120	6414	arsenate reductase (glutaredoxin) activity	molecular_function	GO:0008794
4120	9710	oxidoreductase activity	molecular_function	GO:0016491
4121	4650	amino acid metabolic process	biological_process	GO:0006520
4121	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
4121	2415	cystathionine gamma-synthase activity	molecular_function	GO:0003962
4122	2948	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity	molecular_function	GO:0004571
4122	3724	calcium ion binding	molecular_function	GO:0005509
4122	9320	membrane	cellular_component	GO:0016020
4123	4639	proteolysis	biological_process	GO:0006508
4123	5909	metallopeptidase activity	molecular_function	GO:0008237
4123	9985	hydrolase activity	molecular_function	GO:0016787
4123	21401	protein dimerization activity	molecular_function	GO:0046983
4123	6398	acetylornithine deacetylase activity	molecular_function	GO:0008777
4126	5830	metabolic process	biological_process	GO:0008152
4127	5830	metabolic process	biological_process	GO:0008152
4127	9940	transferase activity	molecular_function	GO:0016740
4129	2214	telomerase activity	molecular_function	GO:0003720
4129	2217	RNA helicase activity	molecular_function	GO:0003724
4129	2353	DNA-directed DNA polymerase activity	molecular_function	GO:0003887
4129	2355	DNA primase activity	molecular_function	GO:0003896
4129	3140	sulfate adenylyltransferase activity	molecular_function	GO:0004779
4129	5866	RNA guanylyltransferase activity	molecular_function	GO:0008192
4129	5867	tRNA guanylyltransferase activity	molecular_function	GO:0008193
4129	6520	mannose-phosphate guanylyltransferase activity	molecular_function	GO:0008905
4129	16508	DNA/RNA helicase activity	molecular_function	GO:0033677
4129	18825	CTP:2,3-di-O-geranylgeranyl-sn-glycero-1-phosphate cytidyltransferase	molecular_function	GO:0043338
4129	19278	phospholactate guanylyltransferase activity	molecular_function	GO:0043814
4130	4283	electron transport	biological_process	GO:0006118
4130	9710	oxidoreductase activity	molecular_function	GO:0016491
4130	648	sulfonate dioxygenase activity	molecular_function	GO:0000907
4130	7860	2-oxoglutarate-dependent dioxygenase activity	molecular_function	GO:0010302
4130	10908	2,4-dichlorophenoxyacetate alpha-ketoglutarate dioxygenase activity	molecular_function	GO:0018602
4130	12048	procollagen-proline dioxygenase activity	molecular_function	GO:0019798
4130	19199	DNA-N1-methyladenine dioxygenase activity	molecular_function	GO:0043734
4133	4977	amino acid transport	biological_process	GO:0006865
4133	8535	amino acid transmembrane transporter activity	molecular_function	GO:0015171
4133	9320	membrane	cellular_component	GO:0016020
4133	9321	integral to membrane	cellular_component	GO:0016021
4136	3708	binding	molecular_function	GO:0005488
4138	10973	cyclohexanone monooxygenase activity	molecular_function	GO:0018667
4139	3727	protein binding	molecular_function	GO:0005515
4139	4595	protein complex assembly	biological_process	GO:0006461
4139	4994	intracellular protein transport	biological_process	GO:0006886
4139	6212	protein transporter activity	molecular_function	GO:0008565
